SMILES: C=C[C@]1(C)CC[C@@H](C(=C)C)C[C@H]1C(=C)C, logP: 5.0, SAScore: 8.0, MolWeight: 9.0
SMILES: CC=CCC=CC, logP: 5.0, SAScore: 5.0, MolWeight: 7.0
SMILES: C[S+]([O-])CCCCN=C=O, logP: -1.0, SAScore: 7.0, MolWeight: 3.0
SMILES: CC=C(C)C=CC=C(C)C=CC(=O)O, logP: 5.0, SAScore: 6.0, MolWeight: 5.0
SMILES: CCC(C)SSC(C)C, logP: 5.0, SAScore: 5.0, MolWeight: 7.0
SMILES: C=CB(C)O, logP: 0.0, SAScore: 9.0, MolWeight: 6.0
SMILES: C#N, logP: 0.0, SAScore: 3.0, MolWeight: 9.0
SMILES: C=CCCC(C)=CC, logP: 5.0, SAScore: 4.0, MolWeight: 4.0
SMILES: C#N, logP: 1.0, SAScore: 4.0, MolWeight: 4.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 2.0, SAScore: 6.0, MolWeight: 4.0
SMILES: C=CC1CC=CC1, logP: 2.0, SAScore: 5.0, MolWeight: 6.0
SMILES: CCCCCCCC(C)C, logP: 6.0, SAScore: 2.0, MolWeight: 6.0
SMILES: C=CC(O)CCCC=CC, logP: 5.0, SAScore: 6.0, MolWeight: 3.0
SMILES: NC=O, logP: -2.0, SAScore: 6.0, MolWeight: 1.0
SMILES: C=CC#N, logP: 1.0, SAScore: 4.0, MolWeight: 1.0
SMILES: Cc1ccccc1C, logP: 4.0, SAScore: 8.0, MolWeight: 9.0
SMILES: C[As](C)(=O)O, logP: 1.0, SAScore: 7.0, MolWeight: 1.0
SMILES: C=C(C)C=CC=C(C)C, logP: 3.0, SAScore: 4.0, MolWeight: 6.0
SMILES: NC=O, logP: -1.0, SAScore: 1.0, MolWeight: 7.0
SMILES: C[As](C)(=O)O, logP: -2.0, SAScore: 6.0, MolWeight: 2.0
SMILES: C[S+]([O-])CCCCN=C=[Se], logP: 1.0, SAScore: 9.0, MolWeight: 1.0
SMILES: C=CC1CCC2(C)OC(=C)CCC12C, logP: 5.0, SAScore: 7.0, MolWeight: 7.0
SMILES: C=C[Si](C)(C)O[Si](C)(C)C=C, logP: 3.0, SAScore: 6.0, MolWeight: 5.0
SMILES: C=CCCl, logP: 2.0, SAScore: 4.0, MolWeight: 5.0
SMILES: CCCCCCCCCCCC, logP: 6.0, SAScore: 1.0, MolWeight: 1.0
SMILES: C=CC=CC=O, logP: 2.0, SAScore: 5.0, MolWeight: 9.0
SMILES: CC#N, logP: 1.0, SAScore: 3.0, MolWeight: 5.0
SMILES: Cc1ccccc1, logP: 3.0, SAScore: 1.0, MolWeight: 4.0
SMILES: ClP(Cl)Cl, logP: 4.0, SAScore: 9.0, MolWeight: 3.0
SMILES: C=C[Si](C)Cl, logP: 2.0, SAScore: 9.0, MolWeight: 6.0
SMILES: C[S+]([O-])CCCCN=C=O, logP: 0.0, SAScore: 7.0, MolWeight: 5.0
SMILES: CN=C=S, logP: 1.0, SAScore: 5.0, MolWeight: 1.0
SMILES: C=C[C@]1(C)CC[C@@H](C(=C)C)C[C@H]1C(=C)C, logP: 6.0, SAScore: 7.0, MolWeight: 9.0
SMILES: CCCCCCCC, logP: 4.0, SAScore: 1.0, MolWeight: 5.0
SMILES: C[S+]([O-])CCC(O)C(=O)NO, logP: -2.0, SAScore: 6.0, MolWeight: 1.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 2.0, SAScore: 9.0, MolWeight: 6.0
SMILES: C=CC(C)=CC, logP: 3.0, SAScore: 5.0, MolWeight: 5.0
SMILES: CC=C(C)C=CC=C(C)C=CC=C(C)C=O, logP: 6.0, SAScore: 5.0, MolWeight: 4.0
SMILES: CC=CCCCCC=CCC, logP: 6.0, SAScore: 4.0, MolWeight: 3.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 2.0, SAScore: 9.0, MolWeight: 7.0
SMILES: C=CCCCCC, logP: 4.0, SAScore: 2.0, MolWeight: 2.0
SMILES: CC=C(C)C=C[C@H]1C[C@@H](C)C=C2CC(=O)C(C)=C2[C@H]1C, logP: 6.0, SAScore: 8.0, MolWeight: 4.0
SMILES: C=CC(C)=CC(=C)C, logP: 4.0, SAScore: 4.0, MolWeight: 2.0
SMILES: NCC(=O)O, logP: -2.0, SAScore: 2.0, MolWeight: 6.0
SMILES: NCCO, logP: -2.0, SAScore: 3.0, MolWeight: 1.0
SMILES: Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(S)OP(=O)(O)O)[C@@H](O)[C@H]1O, logP: 0.0, SAScore: 5.0, MolWeight: 1.0
SMILES: CC=CCCCCC=CCC(O)CO, logP: 5.0, SAScore: 6.0, MolWeight: 1.0
SMILES: CCCCCCCC, logP: 4.0, SAScore: 1.0, MolWeight: 6.0
SMILES: OB(O)O, logP: -1.0, SAScore: 8.0, MolWeight: 9.0
SMILES: CC(C)OB(OC(C)C)OC(C)C, logP: 1.0, SAScore: 9.0, MolWeight: 1.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 2.0, SAScore: 8.0, MolWeight: 6.0
SMILES: C[S+]([O-])CCCCN=C=O, logP: -1.0, SAScore: 7.0, MolWeight: 9.0
SMILES: CC(=O)C(O)C(C)CC=CC(C)C=CC(C)C, logP: 5.0, SAScore: 6.0, MolWeight: 2.0
SMILES: C[As](C)(=O)O, logP: -2.0, SAScore: 6.0, MolWeight: 9.0
SMILES: CC=CCC=CC=CC=CC=CC=O, logP: 5.0, SAScore: 8.0, MolWeight: 9.0
SMILES: CC=C(C)C=CC=C(C)C=CC(=O)O, logP: 6.0, SAScore: 6.0, MolWeight: 2.0
SMILES: C=C[C@]1(C)CC[C@@H](C(=C)C)C[C@H]1C(=C)C, logP: 6.0, SAScore: 8.0, MolWeight: 6.0
SMILES: CC=C(C)C=CC=C(C)C=CC(=O)O, logP: 6.0, SAScore: 9.0, MolWeight: 9.0
SMILES: C=CC(C)=CCC(C)C, logP: 5.0, SAScore: 7.0, MolWeight: 5.0
SMILES: CN(C)C=O, logP: 0.0, SAScore: 4.0, MolWeight: 9.0
SMILES: C[As](C)(=O)O, logP: -1.0, SAScore: 6.0, MolWeight: 8.0
SMILES: CCCO, logP: 1.0, SAScore: 2.0, MolWeight: 8.0
SMILES: O=C1O[C@H]([C@@H](O)CO)C(O)=C1O, logP: -2.0, SAScore: 4.0, MolWeight: 3.0
SMILES: C=CCCSSCCC, logP: 5.0, SAScore: 4.0, MolWeight: 9.0
SMILES: CC=C(Cl)CCl, logP: 5.0, SAScore: 8.0, MolWeight: 9.0
SMILES: CCC(C)CCC=C(C)C, logP: 5.0, SAScore: 3.0, MolWeight: 2.0
SMILES: CC=CCC=CCC=CC(C)CC(O)CC(O)C1CC2CC1C2, logP: 6.0, SAScore: 7.0, MolWeight: 1.0
SMILES: Cc1ccccc1, logP: 2.0, SAScore: 1.0, MolWeight: 2.0
SMILES: CC=C(C)C=CC=C(C)C=CC(=O)O, logP: 6.0, SAScore: 7.0, MolWeight: 1.0
SMILES: ClC=CCl, logP: 2.0, SAScore: 4.0, MolWeight: 8.0
SMILES: C=CCCCC, logP: 3.0, SAScore: 2.0, MolWeight: 5.0
SMILES: NC1CONC1=O, logP: -1.0, SAScore: 4.0, MolWeight: 3.0
SMILES: C=C=CC=CC=C, logP: 3.0, SAScore: 5.0, MolWeight: 8.0
SMILES: C[As](C)(=O)O, logP: -1.0, SAScore: 9.0, MolWeight: 3.0
SMILES: C#CC1(C#C)C=CC1=O, logP: 1.0, SAScore: 4.0, MolWeight: 1.0
SMILES: Cc1ccccc1, logP: 2.0, SAScore: 1.0, MolWeight: 6.0
SMILES: NC=O, logP: 0.0, SAScore: 1.0, MolWeight: 9.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 3.0, SAScore: 9.0, MolWeight: 8.0
SMILES: C[S+]([O-])CCC(C(=O)NOS(=O)(=O)O)C(O)O, logP: -2.0, SAScore: 9.0, MolWeight: 6.0
SMILES: CCCCCP(=O)(CCC)CCC, logP: 6.0, SAScore: 3.0, MolWeight: 6.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 1.0, SAScore: 7.0, MolWeight: 8.0
SMILES: NC=O, logP: -1.0, SAScore: 2.0, MolWeight: 1.0
SMILES: C=CCCCCC, logP: 3.0, SAScore: 2.0, MolWeight: 2.0
SMILES: CCCCCCCCCC, logP: 5.0, SAScore: 1.0, MolWeight: 7.0
SMILES: NC=O, logP: -1.0, SAScore: 5.0, MolWeight: 5.0
SMILES: CCCCCCCCCCCC, logP: 6.0, SAScore: 1.0, MolWeight: 4.0
SMILES: CC(C)C=CC(=O)C(C)C1CCC2CCCC21C, logP: 6.0, SAScore: 6.0, MolWeight: 2.0
SMILES: CC(C=CC1=CC(=O)O1)=CC(C)CC(C)C, logP: 6.0, SAScore: 9.0, MolWeight: 3.0
SMILES: CCCCCCCCCCCC, logP: 6.0, SAScore: 1.0, MolWeight: 3.0
SMILES: CC=C(C)C=CC=C(C)C=CC(=O)O, logP: 6.0, SAScore: 7.0, MolWeight: 5.0
SMILES: C=CCS[Si](C=C)(CC=C)O[Si](C)C=C, logP: 6.0, SAScore: 9.0, MolWeight: 2.0
SMILES: Cc1ccccc1, logP: 2.0, SAScore: 1.0, MolWeight: 6.0
SMILES: C=CC1CC2CC3(CC(C=C)C(C(C)=O)C(=C)O3)C2(C=CC)O1, logP: 4.0, SAScore: 9.0, MolWeight: 3.0
SMILES: CC(C)=CCCC(C)C, logP: 6.0, SAScore: 5.0, MolWeight: 2.0
SMILES: Cl[Sn](Cl)Cl, logP: -1.0, SAScore: 9.0, MolWeight: 8.0
SMILES: C[S+]([O-])CCC(N)C(=O)O, logP: -1.0, SAScore: 8.0, MolWeight: 5.0
SMILES: O=C1O[C@H]([C@@H](O)CO)C(O)=C1O, logP: -2.0, SAScore: 4.0, MolWeight: 2.0
SMILES: CC=CCCCCCCC, logP: 6.0, SAScore: 2.0, MolWeight: 7.0
SMILES: C=CC=CC, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C[As](C)(=O)O, logP: -2.0, SAScore: 7.0, MolWeight: 9.0
SMILES: CC=C(Cl)CCl, logP: 4.0, SAScore: 7.0, MolWeight: 9.0
SMILES: CNC=O, logP: -1.0, SAScore: 2.0, MolWeight: 5.0
SMILES: CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CC[C@]4(C)[C@H]3CC[C@]12C, logP: 5.0, SAScore: 8.0, MolWeight: 2.0
SMILES: ClCCCl, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCCCCCCCCCC, logP: 5.0, SAScore: 1.0, MolWeight: 7.0
SMILES: C#CC12C=C(C#N)C(=O)C=C1CCC2, logP: 2.0, SAScore: 5.0, MolWeight: 1.0
SMILES: CC(C)S, logP: 3.0, SAScore: 4.0, MolWeight: 3.0
SMILES: Cc1ccccc1, logP: 2.0, SAScore: 1.0, MolWeight: 2.0
SMILES: [O-][S+]CCCCN=C=[Se], logP: 0.0, SAScore: 8.0, MolWeight: 6.0
SMILES: CCCCO, logP: 1.0, SAScore: 2.0, MolWeight: 6.0
SMILES: c1ccncc1, logP: 1.0, SAScore: 1.0, MolWeight: 7.0
SMILES: CC=C(C)C=CC=C(C)C=CC(=O)O, logP: 5.0, SAScore: 9.0, MolWeight: 2.0
SMILES: C=CCC, logP: 2.0, SAScore: 3.0, MolWeight: 8.0
SMILES: CCCCCCCC, logP: 4.0, SAScore: 1.0, MolWeight: 3.0
SMILES: C=C[Si](C)(C)O[Si](C)(C)C=C, logP: 3.0, SAScore: 9.0, MolWeight: 1.0
SMILES: c1ccc2ccccc2c1, logP: 6.0, SAScore: 1.0, MolWeight: 9.0
SMILES: NC=O, logP: -1.0, SAScore: 2.0, MolWeight: 6.0
SMILES: C=CCCCC=CC, logP: 5.0, SAScore: 6.0, MolWeight: 8.0
SMILES: CC(C)C=CC(C)C=CC(=O)C(C)C, logP: 6.0, SAScore: 5.0, MolWeight: 1.0
SMILES: C=CC=CC=O, logP: 2.0, SAScore: 4.0, MolWeight: 1.0
SMILES: O=C1O[C@H]([C@@H](O)CO)C(O)=C1O, logP: -1.0, SAScore: 5.0, MolWeight: 2.0
SMILES: NNC=O, logP: -2.0, SAScore: 4.0, MolWeight: 4.0
SMILES: NCCCN, logP: -2.0, SAScore: 2.0, MolWeight: 9.0
SMILES: C#CCO, logP: 0.0, SAScore: 4.0, MolWeight: 8.0
SMILES: C=C[C@@]1(C)CC[C@H](C2=CC[C@H](C(C)(C)O)OC2)C[C@@H]1C(=C)C, logP: 5.0, SAScore: 8.0, MolWeight: 5.0
SMILES: C[S+]([O-])CCC(N)C(=O)O, logP: -1.0, SAScore: 7.0, MolWeight: 9.0
SMILES: CC=C(Cl)CCl, logP: 5.0, SAScore: 7.0, MolWeight: 8.0
SMILES: CCCO, logP: 1.0, SAScore: 2.0, MolWeight: 6.0
SMILES: CC=CCC=CC(=O)OC(C)CCC=C(C)C, logP: 5.0, SAScore: 6.0, MolWeight: 3.0
SMILES: C=CCBr, logP: 2.0, SAScore: 5.0, MolWeight: 6.0
SMILES: C#CC1(C)C=CC(=O)C(C#N)=C1, logP: 2.0, SAScore: 5.0, MolWeight: 2.0
SMILES: O=S1(=O)OCCO1, logP: -1.0, SAScore: 5.0, MolWeight: 6.0
SMILES: C=CC#N, logP: 1.0, SAScore: 4.0, MolWeight: 9.0
SMILES: CC=C(Cl)CCl, logP: 4.0, SAScore: 6.0, MolWeight: 6.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 1.0, SAScore: 7.0, MolWeight: 5.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 6.0
SMILES: NC(N)=O, logP: -1.0, SAScore: 2.0, MolWeight: 3.0
SMILES: C=CC(C)=CC, logP: 3.0, SAScore: 5.0, MolWeight: 6.0
SMILES: CCCCCCCCCC, logP: 5.0, SAScore: 1.0, MolWeight: 1.0
SMILES: C=CCCC=CC, logP: 4.0, SAScore: 7.0, MolWeight: 6.0
SMILES: C=CC=CCCCCC, logP: 6.0, SAScore: 4.0, MolWeight: 8.0
SMILES: CC(C)OBOC(C)C, logP: 1.0, SAScore: 8.0, MolWeight: 9.0
SMILES: C#CC1(C#C)C=CC(=O)CC1, logP: 1.0, SAScore: 5.0, MolWeight: 1.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 5.0
SMILES: CC#N, logP: 1.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C[S+]([O-])CCC(O)C(=O)O, logP: -1.0, SAScore: 8.0, MolWeight: 7.0
SMILES: CCCCCCCCCC, logP: 5.0, SAScore: 1.0, MolWeight: 9.0
SMILES: C=C[Si](C)O[Si](C)(C)C=C, logP: 2.0, SAScore: 7.0, MolWeight: 4.0
SMILES: CCCSC(C)CC, logP: 4.0, SAScore: 3.0, MolWeight: 9.0
SMILES: C=C[Si](C)(C)O[Si](C)(C)C=C, logP: 3.0, SAScore: 7.0, MolWeight: 5.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 0.0, SAScore: 7.0, MolWeight: 1.0
SMILES: NC(N)=O, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: C=CC=CC=O, logP: 2.0, SAScore: 4.0, MolWeight: 2.0
SMILES: C[S+]([O-])CCC(O)C(=O)NO, logP: -2.0, SAScore: 9.0, MolWeight: 8.0
SMILES: C=C[Si](C)O[Si](C)(C)C=C, logP: 3.0, SAScore: 8.0, MolWeight: 3.0
SMILES: C=CCC=C, logP: 2.0, SAScore: 3.0, MolWeight: 9.0
SMILES: ClC=CCl, logP: 3.0, SAScore: 5.0, MolWeight: 2.0
SMILES: Oc1ccccc1, logP: 1.0, SAScore: 1.0, MolWeight: 1.0
SMILES: NC(N)=O, logP: -2.0, SAScore: 1.0, MolWeight: 4.0
SMILES: C=CCCC=CC, logP: 4.0, SAScore: 4.0, MolWeight: 2.0
SMILES: C[S+]([O-])CCCCN=C=O, logP: 0.0, SAScore: 7.0, MolWeight: 5.0
SMILES: C[S+]([O-])CCC(O)C(=O)NO, logP: -2.0, SAScore: 7.0, MolWeight: 6.0
SMILES: C=CCCCCCC, logP: 5.0, SAScore: 2.0, MolWeight: 3.0
SMILES: NC=O, logP: -1.0, SAScore: 1.0, MolWeight: 3.0
SMILES: COP(=O)(OC)SC, logP: 3.0, SAScore: 6.0, MolWeight: 4.0
SMILES: CC=CCCCCCCC, logP: 6.0, SAScore: 2.0, MolWeight: 7.0
SMILES: C=CCCCCCCC, logP: 5.0, SAScore: 2.0, MolWeight: 2.0
SMILES: C=CCCCCC, logP: 4.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=CCC(CC)CCCC, logP: 6.0, SAScore: 3.0, MolWeight: 1.0
SMILES: OCCO, logP: -1.0, SAScore: 4.0, MolWeight: 7.0
SMILES: C=CCCCCCCCC, logP: 6.0, SAScore: 2.0, MolWeight: 2.0
SMILES: OCC(CO)(CO)CO, logP: -2.0, SAScore: 4.0, MolWeight: 2.0
SMILES: C#CCO, logP: 0.0, SAScore: 5.0, MolWeight: 5.0
SMILES: C=CCCCCCCCCC, logP: 6.0, SAScore: 2.0, MolWeight: 1.0
SMILES: C=C(C)C=CC=C(C)C, logP: 4.0, SAScore: 4.0, MolWeight: 9.0
SMILES: CCCCCCCCCCCC, logP: 6.0, SAScore: 1.0, MolWeight: 4.0
SMILES: C=CCCCCCCCC, logP: 6.0, SAScore: 2.0, MolWeight: 3.0
SMILES: C[S+]([O-])CCC(N)C(=O)O, logP: -1.0, SAScore: 7.0, MolWeight: 6.0
SMILES: OC[Se]O, logP: -1.0, SAScore: 8.0, MolWeight: 7.0
SMILES: NC=O, logP: -2.0, SAScore: 5.0, MolWeight: 9.0
SMILES: C=CC(C)C, logP: 3.0, SAScore: 5.0, MolWeight: 1.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 2.0, SAScore: 9.0, MolWeight: 2.0
SMILES: C=CC(C)=CC, logP: 5.0, SAScore: 5.0, MolWeight: 6.0
SMILES: CC=CCCCC, logP: 3.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=CCSSCC, logP: 4.0, SAScore: 5.0, MolWeight: 1.0
SMILES: CC#N, logP: 1.0, SAScore: 3.0, MolWeight: 1.0
SMILES: C=C1CC/C=C(\C)CC[C@@H](C2=CC[C@H](C(C)(C)O)OC2)C[C@H]1O, logP: 5.0, SAScore: 8.0, MolWeight: 3.0
SMILES: C=CCCCCC, logP: 4.0, SAScore: 2.0, MolWeight: 6.0
SMILES: C#CCO, logP: 1.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC(C)=CC=CC(C)C, logP: 5.0, SAScore: 4.0, MolWeight: 2.0
SMILES: C=C[C@@]1(C)CC[C@H](C2=CC[C@H](C(C)(C)O)OC2)C[C@@H]1C(=C)C, logP: 5.0, SAScore: 7.0, MolWeight: 1.0
SMILES: NC=O, logP: -1.0, SAScore: 4.0, MolWeight: 9.0
SMILES: CCCO, logP: 1.0, SAScore: 2.0, MolWeight: 3.0
SMILES: Cc1ccccc1, logP: 1.0, SAScore: 1.0, MolWeight: 4.0
SMILES: C=CCCCCCC, logP: 5.0, SAScore: 2.0, MolWeight: 7.0
SMILES: ClP(Cl)Cl, logP: 4.0, SAScore: 9.0, MolWeight: 1.0
SMILES: C[As](C)(=O)O, logP: -1.0, SAScore: 6.0, MolWeight: 7.0
SMILES: CCCCCCCCCCC, logP: 6.0, SAScore: 1.0, MolWeight: 4.0
SMILES: C[As](C)(=O)O, logP: -2.0, SAScore: 9.0, MolWeight: 1.0
SMILES: C=CCC=C, logP: 2.0, SAScore: 3.0, MolWeight: 7.0
SMILES: NC=O, logP: -1.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CN(C)P(N)(N)=O, logP: -1.0, SAScore: 3.0, MolWeight: 5.0
SMILES: C=CCCCC=CC, logP: 4.0, SAScore: 6.0, MolWeight: 7.0
SMILES: C=C1CCC2(c3cccc(F)c3)C(C)CCC2(C(=O)C=O)C1, logP: 4.0, SAScore: 8.0, MolWeight: 2.0
SMILES: CC=C1CC2CC1(c1ccccc1)C(O)=C(C)CCC2(C)O, logP: 6.0, SAScore: 9.0, MolWeight: 3.0
SMILES: C[S+]([O-])CCC(O)C(=O)NOS(=O)(=O)O, logP: -1.0, SAScore: 7.0, MolWeight: 5.0
SMILES: C#CC1(C)C=CC(=O)C(C#N)=C1, logP: 2.0, SAScore: 6.0, MolWeight: 3.0
SMILES: C=C[C@]1(C)CC[C@@H](C(=C)C)C[C@H]1C(=C)C, logP: 5.0, SAScore: 7.0, MolWeight: 3.0
SMILES: C[As](C)(=O)O, logP: 2.0, SAScore: 8.0, MolWeight: 2.0
SMILES: C=CCCC=CC, logP: 4.0, SAScore: 7.0, MolWeight: 9.0
SMILES: C=C[Si](C)(C)Cl, logP: 3.0, SAScore: 8.0, MolWeight: 7.0
SMILES: C=C1CC/C=C(\C)C[C@@H](O)/C=C(/C)C(=O)OC1, logP: 4.0, SAScore: 9.0, MolWeight: 3.0
SMILES: N[Si](N[Si])[Si]=O, logP: -1.0, SAScore: 9.0, MolWeight: 9.0
SMILES: CC(C)C=O, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C[As](C)(=O)O, logP: -2.0, SAScore: 9.0, MolWeight: 6.0
SMILES: CC(C)SSC(C)C, logP: 4.0, SAScore: 4.0, MolWeight: 1.0
SMILES: C=CCCCC=CC, logP: 4.0, SAScore: 6.0, MolWeight: 4.0
SMILES: C=CC(C)=CC, logP: 3.0, SAScore: 4.0, MolWeight: 9.0
SMILES: CC(O)O, logP: 0.0, SAScore: 5.0, MolWeight: 4.0
SMILES: O=C(O)C(=O)O, logP: -2.0, SAScore: 1.0, MolWeight: 2.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 1.0, SAScore: 6.0, MolWeight: 8.0
SMILES: C[Si]=O, logP: 1.0, SAScore: 8.0, MolWeight: 9.0
SMILES: O=C1O[C@H]([C@@H](O)CO)C(O)=C1O, logP: -2.0, SAScore: 4.0, MolWeight: 2.0
SMILES: C=CCl, logP: 2.0, SAScore: 3.0, MolWeight: 9.0
SMILES: CC=C(Cl)CCl, logP: 5.0, SAScore: 8.0, MolWeight: 5.0
SMILES: CC=CCC#N, logP: 2.0, SAScore: 3.0, MolWeight: 7.0
SMILES: C=CC#N, logP: 1.0, SAScore: 4.0, MolWeight: 8.0
SMILES: NC1CC(O)C(O)C1CO, logP: -1.0, SAScore: 5.0, MolWeight: 4.0
SMILES: CC(C=CC1=CC(=O)OC1=O)=CC(C)C, logP: 5.0, SAScore: 7.0, MolWeight: 1.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 1.0, SAScore: 8.0, MolWeight: 3.0
SMILES: NC=O, logP: 0.0, SAScore: 1.0, MolWeight: 1.0
SMILES: C[I+]C#N, logP: 0.0, SAScore: 9.0, MolWeight: 2.0
SMILES: OCCO, logP: -1.0, SAScore: 3.0, MolWeight: 5.0
SMILES: C=C(C)C=CC=C(C)C, logP: 4.0, SAScore: 4.0, MolWeight: 4.0
SMILES: O=COC1C=CC2CC1CC2=O, logP: 0.0, SAScore: 6.0, MolWeight: 5.0
SMILES: CC=C(Cl)CCl, logP: 4.0, SAScore: 6.0, MolWeight: 2.0
SMILES: Nc1n[nH]c(=O)c2cn[nH]c12, logP: -1.0, SAScore: 5.0, MolWeight: 8.0
SMILES: C=CC=CCC=CC=O, logP: 3.0, SAScore: 5.0, MolWeight: 1.0
SMILES: NC=O, logP: 0.0, SAScore: 1.0, MolWeight: 3.0
SMILES: C=CC(=C)CC, logP: 4.0, SAScore: 3.0, MolWeight: 5.0
SMILES: OB(O)O, logP: -1.0, SAScore: 8.0, MolWeight: 6.0
SMILES: C=C[Si](C)(C)O[Si](C)(C)C=C, logP: 3.0, SAScore: 9.0, MolWeight: 2.0
SMILES: C=CCCCC, logP: 3.0, SAScore: 2.0, MolWeight: 7.0
SMILES: C=CC(C)(O)CCC=C(C)C, logP: 4.0, SAScore: 5.0, MolWeight: 4.0
SMILES: C=CCCCCCCC, logP: 5.0, SAScore: 2.0, MolWeight: 6.0
SMILES: C[S+]([O-])CCCCN=C=O, logP: -1.0, SAScore: 7.0, MolWeight: 9.0
SMILES: CC=C(Cl)Cl, logP: 3.0, SAScore: 4.0, MolWeight: 4.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 2.0, SAScore: 8.0, MolWeight: 7.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 2.0, SAScore: 9.0, MolWeight: 1.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 6.0
SMILES: CO, logP: 0.0, SAScore: 4.0, MolWeight: 8.0
SMILES: C=CCCCCCC, logP: 4.0, SAScore: 2.0, MolWeight: 6.0
SMILES: CCSSC, logP: 3.0, SAScore: 6.0, MolWeight: 4.0
SMILES: NC=O, logP: -1.0, SAScore: 1.0, MolWeight: 6.0
SMILES: C[As](C)(=O)O, logP: 0.0, SAScore: 7.0, MolWeight: 5.0
SMILES: Cc1ccccc1, logP: 2.0, SAScore: 1.0, MolWeight: 7.0
SMILES: C=CC=CCCCCC, logP: 6.0, SAScore: 3.0, MolWeight: 9.0
SMILES: CC#N, logP: 1.0, SAScore: 5.0, MolWeight: 8.0
SMILES: NC(N)=O, logP: -2.0, SAScore: 2.0, MolWeight: 7.0
SMILES: C[Sn](C)(C)Cl, logP: 2.0, SAScore: 6.0, MolWeight: 1.0
SMILES: C=CC(C)C, logP: 3.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCSSCCC, logP: 6.0, SAScore: 4.0, MolWeight: 7.0
SMILES: C[S+]([O-])CCCCN=C=[N-], logP: 0.0, SAScore: 6.0, MolWeight: 1.0
SMILES: C#CC1(C)C=CC=[N+]1[O-], logP: 1.0, SAScore: 6.0, MolWeight: 9.0
SMILES: C=CC(=C)C, logP: 5.0, SAScore: 4.0, MolWeight: 3.0
SMILES: C[As](C)(=O)O, logP: 0.0, SAScore: 5.0, MolWeight: 3.0
SMILES: CCCSSCCC, logP: 5.0, SAScore: 3.0, MolWeight: 6.0
SMILES: Cc1ccccc1, logP: 2.0, SAScore: 1.0, MolWeight: 3.0
SMILES: CC=CCCC=CC(C)C, logP: 5.0, SAScore: 6.0, MolWeight: 5.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 1.0, SAScore: 7.0, MolWeight: 4.0
SMILES: CCc1ccccc1, logP: 2.0, SAScore: 1.0, MolWeight: 3.0
SMILES: C[S+]([O-])CCC(O)C(=O)NO, logP: -2.0, SAScore: 7.0, MolWeight: 4.0
SMILES: CC(C)SSC(C)CCc1ccccc1, logP: 6.0, SAScore: 6.0, MolWeight: 6.0
SMILES: NC=O, logP: 0.0, SAScore: 4.0, MolWeight: 3.0
SMILES: C=CCCCCCC, logP: 4.0, SAScore: 2.0, MolWeight: 1.0
SMILES: C[Si](O)(O)O[Si], logP: -1.0, SAScore: 6.0, MolWeight: 8.0
SMILES: [NH+]Cl, logP: 1.0, SAScore: 7.0, MolWeight: 9.0
SMILES: CSC#N, logP: 2.0, SAScore: 5.0, MolWeight: 5.0
SMILES: C=CCC, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCCCCCCC, logP: 4.0, SAScore: 1.0, MolWeight: 4.0
SMILES: O=CN1CCN1[PH](=O)O, logP: -1.0, SAScore: 8.0, MolWeight: 4.0
SMILES: C[Si]CN=C=S, logP: 2.0, SAScore: 9.0, MolWeight: 7.0
SMILES: OB(O)O, logP: -1.0, SAScore: 8.0, MolWeight: 5.0
