SMILES: C/C=C(\C)C(=O)O[C@@H]1C2=CC(OC)=C(OC)C(=O)C23COc2c4c(cc(c23)[C@@H](OC(=O)c2ccccc2)[C@H](C)[C@]1(C)O)OCO4, logP: 5.0, SAScore: 8.0, MolWeight: N/A
SMILES: COC(=O)[C@]12C[C@@H](O)[C@@H](O)[C@H](O1)[C@@H](COC(=O)/C=C/c1ccc(O)c(O)c1)O2, logP: 0.0, SAScore: 6.0, MolWeight: N/A
SMILES: C/C(=C/C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CCCC(C)(O)C(=O)/C=C/C(C)(C)O, logP: 5.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1c(O)c(C)c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(C(=O)c2ccccc2)c1O, logP: 0.0, SAScore: 5.0, MolWeight: N/A
SMILES: CCOC(=O)C(CS)NC(=O)/C=C/c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 5.0, SAScore: 3.0, MolWeight: N/A
SMILES: CC(=O)CCc1ccc(O)cc1, logP: 2.0, SAScore: 1.0, MolWeight: N/A
SMILES: CC(=O)O[C@H](C)CC(=O)Oc1c(O)c(-c2ccc(O)cc2)c(OC(=O)C[C@@H](C)OC(C)=O)c(O)c1-c1ccc(O)cc1, logP: 5.0, SAScore: 6.0, MolWeight: N/A
SMILES: C=C[C@@H]1[C@]2(C)CCC[C@](C)(CO)[C@H]2[C@H](O)C[C@]1(C)O, logP: 1.0, SAScore: 7.0, MolWeight: N/A
SMILES: CC(=O)CCc1ccc(O)cc1, logP: 2.0, SAScore: 1.0, MolWeight: N/A
SMILES: C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccccc2O)N1)C(=O)N[C@@H](CCCCN)C(=O)O, logP: -2.0, SAScore: 7.0, MolWeight: N/A
SMILES: CCC1NC(=S)NC2CC3CCCC(C3)C1CC2c1ccc(OC)c(OC)c1, logP: 6.0, SAScore: 6.0, MolWeight: N/A
SMILES: C=Cc1c(C)c2cc3nc4c5c6[nH]c(cc7nc(cc1[nH]2)C(C)=C7CC)c(C)c6C(=O)[C@@]5(O)C(=O)CC[C@H]4[C@@H]3C, logP: 4.0, SAScore: 8.0, MolWeight: N/A
SMILES: COC(=O)CC[Se]c1cc(C)c(O)c(C)c1O, logP: 0.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(C)c(O)c(C)c1C, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: COC(=O)C(Cc1ccc(O)cc1)NC(=O)CN(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CCCNC(=N)N)NC(=O)C(Cc1ccc(O)cc1)NC(=O)c1ccc(O)cc1, logP: -1.0, SAScore: 6.0, MolWeight: N/A
SMILES: CC[C@@H](C)[C@]12OC(=O)[C@]3(O)C[C@H](O1)c1c(cc(O)c(C)c1O)[C@]23C, logP: 1.0, SAScore: 7.0, MolWeight: N/A
SMILES: CC1=C(C)C(=O)O[C@H]([C@](C)(O)[C@]2(O)CC[C@@]3(O)[C@@H]4C[C@H]5O[C@]56[C@@H](O)C=CC(=O)[C@]6(C)[C@H]4CC[C@]23C)C1, logP: 2.0, SAScore: 5.0, MolWeight: N/A
SMILES: C#CCN(C)[C@H](C)Cc1ccc(NCc2ncccc2OC)cc1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: CC=C1CN2C(C3=CC4C5CC6N(CCC67c6ccccc6N(C3=O)C47)CC5=CC)CC34c5ccccc5N5C(=O)CC=C(C1CC23)C54, logP: 4.0, SAScore: 9.0, MolWeight: N/A
SMILES: Cc1ccc(C(C)C)cc1, logP: 4.0, SAScore: 1.0, MolWeight: N/A
SMILES: CCOC(=O)C1=C[C@@H]2OC(=O)C(c3ccc(O)c(O)c3)[C@H]2OC1=O, logP: -1.0, SAScore: 8.0, MolWeight: N/A
SMILES: O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1[C@H]2C=CO[C@@H](O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)[C@@H]2[C@](O)(CO)[C@@H]1Cl, logP: 2.0, SAScore: 9.0, MolWeight: N/A
SMILES: C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccccc2O)N1)C(=O)N[C@@H](CCCCN)C(=O)O, logP: -1.0, SAScore: 8.0, MolWeight: N/A
SMILES: COC(=O)CC[Se]c1cc(C)c(O)c(C)c1O, logP: 0.0, SAScore: 4.0, MolWeight: N/A
SMILES: C/C=C(/C)C(=O)O[C@@H]1C2=CC(OC)=C(OC)C(=O)C23COc2c4c(cc(c23)[C@@H](OC(=O)c2ccccc2)[C@H](C)[C@]1(C)O)OCO4, logP: 5.0, SAScore: 5.0, MolWeight: N/A
SMILES: COc1ccc2c(c1)SCC(c1ccc(O)cc1)O2, logP: 5.0, SAScore: 4.0, MolWeight: N/A
SMILES: C/C(=C/C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CC/C=C(\C)CC/C=C(\C)CO, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: CC1=C[C@@H]2[C@H]3[C@H](C(C)=C4[C@H]5OC(=O)[C@@H](C)[C@@H]5CC[C@](C)(O)[C@@H]43)[C@@]13[C@@H]2[C@@](C)(O)CC[C@H]1[C@H](C)C(=O)O[C@@H]13, logP: 3.0, SAScore: 7.0, MolWeight: N/A
SMILES: COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)C[C@H](O)[C@@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1, logP: 3.0, SAScore: 7.0, MolWeight: N/A
SMILES: CC(C)=CC1C=CC=C1, logP: 3.0, SAScore: 1.0, MolWeight: N/A
SMILES: OC[C@H](O)[CH]O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O, logP: -2.0, SAScore: 1.0, MolWeight: N/A
SMILES: COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2[C@@H]1[C@H](OC(=O)/C=C/c1ccc(O)c(O)c1)C[C@]2(C)O, logP: -1.0, SAScore: 7.0, MolWeight: N/A
SMILES: CC[C@@H](C)[C@]12OC(=O)[C@]3(O)C[C@H](O1)c1c(cc(O)c(C)c1O)[C@]23C, logP: 2.0, SAScore: 6.0, MolWeight: N/A
SMILES: CCOC(C[Se]c1ccc(N)cc1)OCC, logP: 1.0, SAScore: 3.0, MolWeight: N/A
SMILES: CC(C)c1cc2c(c(O)c1O)[C@@]13CCCC(C)(C)[C@@H]1C[C@@H]2OC3=O, logP: 4.0, SAScore: 6.0, MolWeight: N/A
SMILES: C/C(=C\c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)C(=O)O, logP: 5.0, SAScore: 3.0, MolWeight: N/A
SMILES: CCN1C[C@]2(C)CC[C@H](OC)[C@]34C1[C@H]([C@@H](O)[C@H]23)[C@@]1(O)CC[C@H]2C[C@@H]4[C@@H]1C(=O)O2, logP: 1.0, SAScore: 7.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 5.0, SAScore: 2.0, MolWeight: N/A
SMILES: COc1cc([C@@H]2c3c(cc(OC)c(O)c3OC)C[C@H](CO)[C@H]2CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc(OC)c1O, logP: 0.0, SAScore: 6.0, MolWeight: N/A
SMILES: CCOC(=O)[C@@H](NC(=O)/C=C/c1ccc(O)c(OC)c1)C(C)C, logP: 3.0, SAScore: 3.0, MolWeight: N/A
SMILES: COC(=O)[C@]12C[C@@H](O)[C@H](O)[C@@H]1[C@@]1(C)CC[C@H]2C[C@@]1(C)CC1=CC(=O)OC[C@H]1O, logP: 0.0, SAScore: 5.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 5.0, SAScore: 2.0, MolWeight: N/A
SMILES: CCC(C)(O)CC(O)[C@]1(C)C2=C([C@H](OC(C)=O)C[C@@H]1C)[C@@](C)(COC(C)=O)C(=O)CC2, logP: 3.0, SAScore: 6.0, MolWeight: N/A
SMILES: COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2[C@@H]1[C@H](OC(=O)/C=C/c1ccc(O)c(O)c1)C[C@]2(C)OC(C)=O, logP: 0.0, SAScore: 7.0, MolWeight: N/A
SMILES: CCOC[C@]12CN(C)C3[C@@H]4[C@H](OC)[C@H]1[C@@]3([C@@H](OC)C[C@H]2O)[C@@H]1C[C@@]2(O)[C@H](OC(=O)c3ccccc3)[C@@H]1[C@]4(O)[C@@H](O)[C@@H]2OC, logP: 0.0, SAScore: 7.0, MolWeight: N/A
SMILES: CCN1C[C@]2(C)CC[C@H](OC)[C@]34C1[C@H]([C@@H](O)[C@H]23)[C@@]1(O)CC[C@H]2C[C@@H]4[C@@H]1C(=O)O2, logP: 1.0, SAScore: 8.0, MolWeight: N/A
SMILES: C/C(=C/C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CCCC(C)C(=O)/C=C/C(C)(C)O, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1ccc(C(C)C)cc1, logP: 4.0, SAScore: 1.0, MolWeight: N/A
SMILES: CCN1C[C@]2(C)CC[C@H](OC)[C@]34C1[C@H]([C@@H](O)[C@H]23)[C@@]1(O)CC[C@H]2C[C@@H]4[C@@H]1C(=O)O2, logP: 2.0, SAScore: 8.0, MolWeight: N/A
SMILES: COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2[C@@H]1C=C[C@@]21C=C(C(=O)c2ccc(O)c(OC)c2)C(=O)O1, logP: 0.0, SAScore: 5.0, MolWeight: N/A
SMILES: CCC1(CC)OC(=O)[C@]2(C[C@@H](O)[C@H](O)[C@H](OC(=O)/C=C/c3ccc(O)c(O)c3)C2)O1, logP: 2.0, SAScore: 7.0, MolWeight: N/A
SMILES: CO[C@]12C/C(C)=C/CC[C@@H](C)C(=O)CC1=C(C)C(=O)O2, logP: 2.0, SAScore: 6.0, MolWeight: N/A
SMILES: CC=CCC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)NC(C)C(=O)NC(C)C(=O)N(C(C)C)C(C)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(C)C(=O)N(C(C)C)C(C)C(=O)N(CC(C)C)C(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C(C)C)C(=O)N1C, logP: 3.0, SAScore: 8.0, MolWeight: N/A
SMILES: Cc1ccc(-c2nc(C)c(=O)[nH]c2C)cc1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: CC(C)=CC[C@@H]1C[C@]2(C/C=C(\C)[C@@H](O)CC=C(C)C)C(=O)[C@@](CC=C(C)C)(C(=O)C(C(=O)c3ccc(O)c(O)c3)=C2O)C1(C)C, logP: 6.0, SAScore: 9.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(O)c1C, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: CCCCCCCCc1ccccc1, logP: 5.0, SAScore: 1.0, MolWeight: N/A
SMILES: C[C@H]([CH]O)O[C@@]1(C)C[C@@H](C)[C@@H](O)C1, logP: -1.0, SAScore: 1.0, MolWeight: N/A
SMILES: COC(=O)[C@H](Cc1c[nH]c2ccccc12)NC1=C(C)C(=O)C(O)=C([C@H](C)CCC=C(C)C)C1=O, logP: 4.0, SAScore: 5.0, MolWeight: N/A
SMILES: COc1ccccc1-c1cc(=O)c2ccc(C)c(C)c2o1, logP: 5.0, SAScore: 2.0, MolWeight: N/A
SMILES: COC(=O)[C@@H](NC1=C(C)C(=O)C(O)=C([C@H](C)CCC=C(C)C)C1=O)C(C)C, logP: 2.0, SAScore: 5.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CS)NC(=O)Cc1cc(C)c(O)c(C)c1O, logP: 0.0, SAScore: 3.0, MolWeight: N/A
SMILES: C=C(CO)[C@]1(CC=C(C)C)C(=O)C=C[C@](C)(CC=C(C)C)C(C(C)=O)C1=O, logP: 3.0, SAScore: 8.0, MolWeight: N/A
SMILES: Cc1cc(C)c(O)c(C)c1C, logP: 3.0, SAScore: 2.0, MolWeight: N/A
SMILES: C=C[C@H]1[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1/C=C/c1cc(C(=O)[O-])c[n+](CC)c1, logP: -1.0, SAScore: 7.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@@H](N)CC(=O)NO)C(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)NO, logP: -2.0, SAScore: 6.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C(=O)O)cc1O, logP: 0.0, SAScore: 2.0, MolWeight: N/A
SMILES: CCC1CC2C(=O)C(C1)C(c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)NC2c1cc(O)c(O)c(OC)c1, logP: 5.0, SAScore: 5.0, MolWeight: N/A
SMILES: CC(C)=C[C@@H](O)[C@@H](O)/C(C)=C/CC/C(C)=C/CC[C@]1(C)CCc2cc(O)cc(C)c2O1, logP: 6.0, SAScore: 5.0, MolWeight: N/A
SMILES: CC[C@@H](C)[C@]12Oc3cc(C4=C(O)C(=O)C(c5ccc(O)cc5)=C(O)C4=O)ccc3O[N@+]1([O-])C(O)=C([C@@H](C)CC)N(O)C2=O, logP: 4.0, SAScore: 6.0, MolWeight: N/A
SMILES: CC(C)=CCc1cc(CCc2cc(O)cc(O)c2)cc(C)c1O, logP: 5.0, SAScore: 3.0, MolWeight: N/A
SMILES: CO[C@H]1[C@H]2C3N(C)C[C@]4(OC)[C@H](O)C[C@H](OC)[C@@]3([C@@H]3C[C@@]5(O)[C@H](OC(=O)c6ccccc6)[C@@H]3[C@]2(O)[C@@H](O)[C@@H]5OC)[C@H]14, logP: 0.0, SAScore: 9.0, MolWeight: N/A
SMILES: CC[C@@H](C)[C@]12Oc3cc(C4=C(O)C(=O)C(c5ccc(O)cc5)=C(O)C4=O)ccc3O[N@+]1([O-])C(O)=C([C@@H](C)CC)N(O)C2=O, logP: 3.0, SAScore: 6.0, MolWeight: N/A
SMILES: COc1cc(C[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)Cc2ccc(O)c(OC)c2)ccc1O, logP: -2.0, SAScore: 8.0, MolWeight: N/A
SMILES: C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](OCCc3ccc(O)c(O)c3)O[C@H](CO)[C@H]2OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H](O[C@@H]2OC[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@H]1O, logP: -1.0, SAScore: 7.0, MolWeight: N/A
SMILES: CCC1CC2C(=O)C(=C(C)C(O)=C2OC)OC12CCCCC2, logP: 4.0, SAScore: 5.0, MolWeight: N/A
SMILES: COC(=O)[C@@H](NC1=C(C)C(=O)C(O)=C([C@H](C)CCC=C(C)C)C1=O)C(C)C, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C2C(=O)N3CCc4c(n(O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)c5ccccc45)[C@H]3C[C@H]21, logP: -1.0, SAScore: 9.0, MolWeight: N/A
SMILES: COC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@]4(C)C=C(C#N)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2, logP: 6.0, SAScore: 6.0, MolWeight: N/A
SMILES: CC(=O)C[C@@H](C)C(=O)/C(C)=C/CC/C(C)=C/CC[C@]1(C)CCc2cc(O)cc(C)c2O1, logP: 3.0, SAScore: 4.0, MolWeight: N/A
SMILES: COC(=O)[C@@H](N)CCCNC(=N)NC(=O)COc1ccc(C2=NC(C)(C)C(C)(C)N2O)cc1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccccc2O)N1)C(=O)N[C@@H](CCCCN)C(=O)O, logP: -2.0, SAScore: 6.0, MolWeight: N/A
SMILES: Cc1c(O)cc(C(=O)O[C@@H]2[C@@H](O)CO[C@@H]2[C@@]2(c3ccc(O)c(O)c3)CC[C@H](C)C2)cc1O, logP: 3.0, SAScore: 9.0, MolWeight: N/A
SMILES: O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1c1c(O)cc2oc3cc(O)c(O)cc3c(=O)c2c1O, logP: 2.0, SAScore: 9.0, MolWeight: N/A
SMILES: C/C(=C/C(=O)C/C(C)=C/CC/C(C)=C/C(O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CO, logP: 6.0, SAScore: 5.0, MolWeight: N/A
SMILES: COC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@]4(C)C=C(C#N)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2, logP: 5.0, SAScore: 8.0, MolWeight: N/A
SMILES: CCCCNCc1c(O)c(CC=C(C)C)c(O)c2c(=O)c3c(CC=C(C)C)c(OC)c(O)cc3oc12, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: CCCCCCCCCCCCc1ccccc1, logP: 6.0, SAScore: 1.0, MolWeight: N/A
SMILES: CCO[C@H](c1ccc(O[C@@H](CO)[C@@H](O)c2ccc(O)c(OC)c2)c(OC)c1)[C@H](CO)c1ccc(O)c(OC)c1, logP: 3.0, SAScore: 4.0, MolWeight: N/A
SMILES: CC(C)=CCC1C(=O)NC(CCCCNc2c3c(nc4ccccc24)CCCC3)C(=O)c2ccccc21, logP: -1.0, SAScore: 8.0, MolWeight: N/A
SMILES: CC=C(C)C(O)CC(O)[C@]1(C)C2=C([C@H](OC(C)=O)C[C@@H]1C)[C@@](C)(COC(C)=O)C(=O)CC2, logP: 6.0, SAScore: 7.0, MolWeight: N/A
SMILES: Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NCCNC(=O)CCCCC(S)CCS)O2, logP: 3.0, SAScore: 4.0, MolWeight: N/A
SMILES: COc1c2cc(c(OC)c1O)Oc1ccc(cc1)CC[C@@H](O)/C=C/C=C\2, logP: 4.0, SAScore: 9.0, MolWeight: N/A
SMILES: C/C=C(\C)C(=O)O[C@@H]1C2=CC(OC)=C(OC)C(=O)C23COc2c4c(cc(c23)[C@@H](OC(=O)c2ccccc2)[C@H](C)[C@]1(C)O)OCO4, logP: 5.0, SAScore: 7.0, MolWeight: N/A
SMILES: CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21, logP: 5.0, SAScore: 8.0, MolWeight: N/A
SMILES: CC(C)=CC1C=CC=C1, logP: 3.0, SAScore: 1.0, MolWeight: N/A
SMILES: CC(C)=CCC1C(=O)NC(C)(C)[C@@H](O)C[C@]1(C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O, logP: 0.0, SAScore: 8.0, MolWeight: N/A
SMILES: OC[C@H](O)[CH]O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O, logP: -2.0, SAScore: 1.0, MolWeight: N/A
SMILES: C/C(=C\Cc1c(O)ccc(C(=O)/C=C/c2ccc(O)c(O)c2)c1O)CC(=O)/C=C/c1ccc(O)cc1, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: COC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@]4(C)C=C(C#N)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2, logP: 5.0, SAScore: 5.0, MolWeight: N/A
SMILES: COC(=O)CN(Cc1cccc(I)c1)C(=O)CN(C)CCO, logP: 1.0, SAScore: 3.0, MolWeight: N/A
SMILES: O=C(O[C@@H]1O[C@@H]2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C@H]2[C@@H]2OC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C@@H]12)c1cc(O)c(O)c(O)c1, logP: 2.0, SAScore: 8.0, MolWeight: N/A
SMILES: C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)O)[C@H]1C[C@H]1OC(=O)C(O)=C1c1ccc(C)cc1, logP: 1.0, SAScore: 8.0, MolWeight: N/A
SMILES: Cc1cc(C)c(O)c(C)c1C, logP: 3.0, SAScore: 2.0, MolWeight: N/A
SMILES: COc1cc([C@@H]2c3c(cc(OC)c(O)c3OC)C[C@H](CO)[C@H]2CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc(OC)c1O, logP: 0.0, SAScore: 5.0, MolWeight: N/A
SMILES: COC(=O)[C@]12C[C@@H](OC(=O)/C=C/c3ccc(O)c(O)c3)[C@@H](O)[C@H](O1)[C@@H](COC(=O)/C=C/c1ccc(O)c(O)c1)O2, logP: 1.0, SAScore: 6.0, MolWeight: N/A
SMILES: CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](N)Cc1ccccc1)C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CS)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](CS)C(=O)O)[C@@H](C)O)[C@@H](C)CC, logP: -1.0, SAScore: 7.0, MolWeight: N/A
SMILES: CC[C@H]1CC[C@H]2[C@H](CC[C@]3(C)[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)CC[C@]23C)OC1=O, logP: 1.0, SAScore: 8.0, MolWeight: N/A
SMILES: C[C@H](O)C(=O)Nc1ccccc1, logP: 1.0, SAScore: 1.0, MolWeight: N/A
SMILES: COC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@]4(C)C=C(C#N)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2, logP: 5.0, SAScore: 8.0, MolWeight: N/A
SMILES: CC(C)C[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)Cc1ccc(O)c(O)c1)C(=O)O, logP: 0.0, SAScore: 3.0, MolWeight: N/A
SMILES: CC1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1C/C=C1/C(=O)OC[C@H]1O, logP: 2.0, SAScore: 8.0, MolWeight: N/A
SMILES: C[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(=O)O, logP: -2.0, SAScore: 1.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CS)NC(=O)/C=C/c1cc(C)c(O)c(C)c1, logP: 1.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(C)c(O)c(C)c1C, logP: 3.0, SAScore: 2.0, MolWeight: N/A
SMILES: C[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@@H](C)C(=O)O, logP: -1.0, SAScore: 1.0, MolWeight: N/A
SMILES: C/C=C(/C)C(=O)O[C@H]1c2cc3c(c(OC)c2-c2c(cc(OC)c(OC)c2O)C[C@@H](C)[C@H]1C)OCO3, logP: 5.0, SAScore: 5.0, MolWeight: N/A
SMILES: C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccccc2O)N1)C(=O)N[C@@H](CCCCN)C(=O)O, logP: -2.0, SAScore: 7.0, MolWeight: N/A
SMILES: CCC(C)CC(C)CC(O)(CO)C(=O)O[C@@H]1CC[C@H](C)[C@@]2(C)C=C([C@H](C)CO)C(=O)C=C12, logP: 5.0, SAScore: 5.0, MolWeight: N/A
SMILES: COC(=O)C(CCc1ccc(O)c(O)c1)NC(=O)[C@H](CS)NC(=O)[C@H](CCCNC(C)=O)NC(C)=O, logP: -1.0, SAScore: 4.0, MolWeight: N/A
SMILES: C=C[C@H]1[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1Cc1cc(C)c(O)c(O)c1, logP: 0.0, SAScore: 6.0, MolWeight: N/A
SMILES: Cc1cc(C)c(O)c(C)c1C, logP: 3.0, SAScore: 2.0, MolWeight: N/A
SMILES: CCOC(=O)C(CS)NC(=O)/C=C/c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 3.0, SAScore: 3.0, MolWeight: N/A
SMILES: C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)[O-])[C@H]1/C=C/c1cc(C(=O)[O-])c[n+](CCCC(=O)O)c1, logP: -1.0, SAScore: 8.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: CCOC(=O)C(C(C)=O)C(c1ccc(C)cc1)c1c(O)cc(O)cc1O, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: CC[C@H](C)[C@]12OC(=O)[C@@]3(O)C[C@H](O1)c1c(cc(O)c(C)c1O)[C@]23C, logP: 2.0, SAScore: 9.0, MolWeight: N/A
SMILES: Cc1cc([C@H]2C[C@H]3CC[C@@H]2C3)n(O)c(=O)c1, logP: 1.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(O)c1, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: C[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)CO, logP: -2.0, SAScore: 1.0, MolWeight: N/A
SMILES: C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccccc2O)N1)C(=O)N[C@@H](CCCCN)C(=O)O, logP: -1.0, SAScore: 6.0, MolWeight: N/A
