SMILES: Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NCCS)O2, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(O)c1, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: CC(C)=CC(=O)C/C(C)=C/CC/C(C)=C/C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(O)c1, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(C)c(OC(=O)c2ccc([N+](=O)[O-])cc2)c(C)c1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: CSN1C(=O)[C@H]([C@@H](C)OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H]1OC(C)=O, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: C/C(=C\C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CC/C=C(\C)Cc1cc(C)co1, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(C)c(O)c(C(C)(C)C)c1C, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CS)NC(=O)/C=C/c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(O)c1C, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(O)c1, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: CC(=O)Oc1c(C)c(C)c2c(c1C)CCC(C)(/C=[N+](\[O-])C1CC1)O2, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: CCN(CCCCCCNC1=C(Br)C(=O)C(NCCCN(CC)Cc2ccccc2OC)=C(Br)C1=O)Cc1ccccc1OC, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: CC(C)=CCC/C(C)=C/CC/C(C)=C/Cc1cc(O)cc(C)c1O, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(O)c1, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: CCCCc1cc(CC)c(O)c(CCC)c1CCCC, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: CO[C@@H](c1ccc(O)cc1)[C@H]1c2cc(O)cc(O)c2[C@@H](c2cc(O)cc(O)c2)[C@@H]1c1ccc(O)cc1, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: CN(CCCN1C(=O)CSC1c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)CCOc1ccc2c(c1)OCO2, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: CCCCNCc1c(O)c(CC=C(C)C)c(O)c2c(=O)c3c(CC=C(C)C)c(OC)c(O)c(CN(C)C)c3oc12, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(C(C)C)c(C)c(O)c1OC(=O)c1cccc(Cl)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1ccc(/N=C/c2ccc(C(C)C)cc2)cc1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: C/C(=C\C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CC/C=C(\C)Cc1cc(C)co1, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: CC(=O)c1cc(C)cc(C)c1OC(=O)CC(C)C, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(C)c(O)c(C(C)C)c1C, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc(C(=O)O)c(O)c1, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: CC(C)c1cc2c(c(O)c1O)[C@@]1(C=O)CCCC(C)(C)[C@@H]1CC2, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NCC1CC(C)(C)N([O])C1(C)C)O2, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(C)c(OC(=O)c2ccccc2N)c(C)c1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: CCC(C)CC(CCc1ccccc1)NS(C)(=O)=O, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: C/C(=C\CC[C@]1(C)CCc2cc(C)c(O)c(C)c2O1)C(=O)O, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C(=O)O)cc1Cl, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(O)c1, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: CCOC(=O)[C@H](CCSC)NC1=C(C)C(=O)C(O)=C([C@H](C)CCC=C(C)C)C1=O, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CSCc1ccccc1)NC(=O)/C(=C/c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)NC(C)=O, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: C/C(=C\C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CC/C=C(\C)Cc1cc(C)co1, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: CCOC(=O)C1=C(C)NC(=O)NC1c1cc(C)c(O)c(O)c1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: COC(=O)[C@@H](N)CCCNC(=N)NC(=O)COc1ccc(C2=NC(C)(C)C(C)(C)N2O)cc1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: C/C(=C/C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CC/C=C(\C)Cc1cc(C)co1, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: CO[C@@H]1O[C@H](COC(=O)c2cc(O)c(O)c(O)c2)[C@@H](O)[C@H](O)[C@H]1OC(=O)/C=C/c1ccc(O)c(C)c1, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: C/C(=N\N=C1/SCC(=O)N1Cc1ccc(F)cc1)c1cccs1, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: C/C(=C\C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CC/C=C(\C)Cc1cc(C)co1, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CSCc1ccccc1)NC(=O)/C(=C/c1cc(C)c(O)c(C(=O)/C=C/c2ccc(O)c(OC)c2)c1)NC(C)=O, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)cc1O, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: COc1cc(O)c2c(c1)OC(c1ccc(O)cc1)=N[C@H]2C(=O)N(CCN(C)C)CC1CCCN(C2Cc3ccccc3C2)C1, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1c(C)c2c(c(C)c1OC(=O)CCC(=O)O)CCC(C)(C(=O)NC1CC(C)(C)N([O])C1(C)C)O2, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: C=CC(C)(C)c1c(O)cc2oc3c(CC=C(C)C)c(O)c(O)cc3c(=O)c2c1O, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: CC1(C)[C@@H]2C[C@H]1C(/C=C/c1ccc(C(=O)O)c(O)c1)=CC2=O, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: COC(=O)C(C)c1ccc(-c2ccccc2NCc2cc(N(C)C)ccc2O)c(F)c1, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cc(C)c(O)c(OC)c1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(O)c1C, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: CC(C)c1cc2c(c(O)c1O)[C@@]1(C=O)CCCC(C)(C)[C@@H]1CC2, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: CC(=O)Cc1c(O)cc(O)c2c1OC(C)(CCC=C(C)C)CC2, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: CC(=O)O[C@H](C)CC(=O)Oc1c(O)c(-c2ccc(O)cc2)c(OC(=O)C[C@@H](C)O)c(O)c1-c1ccc(O)cc1, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CS)NC(=O)/C=C/c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NCC1CC(C)(C)N([O])C1(C)C)O2, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: COC(=O)Cc1cc(O)cc2oc(-c3cc(O)c(O)c(O)c3)cc(=O)c12, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C(=O)O)cc1Cl, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: C/C(=C\c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)C(=O)c1ccc(O)c(CN(C)C)c1, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: CCC(C)C(C(=O)Nc1ccc(C(C)=O)cc1)N(C(=O)c1ccccc1)S(=O)(=O)c1ccc(C)cc1, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: CCCCc1cc(C(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: C/C(=C/CC/C(C)=C/Cc1cc(O)cc(C)c1O)CC/C=C(\C)Cc1cc(C)c(O)cc1C, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NCCS)O2, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(C)c(OC(=O)c2ccccc2N)c(C)c1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: CCCC[Te]c1ccc(C(C)NCC(C)C)cc1, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: CC(=O)c1c(C)oc2c(C)c3oc(=O)cc(C)c3cc12, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: CCCCC(CC)CNC(=O)CC(C)OC(=O)c1cc(OC)c(OC)c(OC)c1, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: C/C(=C\C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CC/C=C(\C)Cc1cc(C)co1, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: C=CC(C)(CC/C=C(\C)CCCC(C)C(O)C(=O)C=C(C)C)Oc1ccc(O)cc1CC(=O)OC, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CS)NC(=O)/C=C/c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: CCOC(=O)C(CS)NC(=O)C1(C)CCc2c(C)c(O)c(C)c(C)c2O1, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: COP(=O)(c1ccc(O)cc1N)C(C)NC(=O)CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C(=O)O)cc1Cl, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: CC(=O)O[C@H](C)CC(=O)Oc1c(O)c(-c2ccc(O)cc2)c(OC(=O)C[C@@H](C)OC(C)=O)c(O)c1-c1ccc(O)cc1, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: CC(C)c1c(N)cc2c(c1[N+](=O)[O-])CC[C@H]1[C@](C)(CN)CCC[C@]21C, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: COC(=O)C(CS)NC(=O)/C=C/c1cc(C)c(O)c(C)c1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(O)c1C, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: COc1ccc(OC)c([C@H]2Oc3cc(O)cc(O)c3C(=O)[C@@H]2O)c1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: CCOC(=O)C(CS)NC(=O)/C=C/c1cc(C)c(O)c(C)c1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: C/C(=C/C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CC/C=C(\C)CC/C=C(\C)CO, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NC1CC(C)(C)N([O])C(C)(C)C1)O2, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: CC(C)=CC(O)C/C(C)=C/CC/C(C)=C/C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CS)NC(=O)/C=C/c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(C)c(OCCCN2CCCCC2)c(C)c1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: CCOC(=O)C1=C(C)NC(=S)NC1c1cc(C)c(O)c(O)c1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: CCCCNCc1c(O)c(CC=C(C)C)c(O)c2c(=O)c3c(CC=C(C)C)c(O)c(O)cc3oc12, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(C)c(OC(=O)CCC(=O)O)c(C)c1Br, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1ccc(C(=O)Oc2c(C)cc(C)c(C)c2O)cc1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: COC(=O)[C@@H](N)CC(=O)NCCOc1ccc(C2=[N+]([O-])C(C)(C)C(C)(C)N2O)cc1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CS)NC(=O)/C=C/c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: C/C(=C\C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CC/C=C(\C)Cc1cc(C)co1, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CS)NC(=O)/C=C/c1cc(C(C)=O)c(O)c(C)c1O, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: COP(=O)(OC)[Se]c1ccc(C)cc1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: CCCCCCCCCCCCOC(=O)/C=C/c1ccc(O)c(O)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C(=O)O)cc1O, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: C/C(=C\c1c(C)c(O)cc2c1[nH]c1c(O)ccc(C)c12)CCC(C)C, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: COC(=O)N(CCc1ccc(OC)c(OC)c1)C1CC(c2cccc(C(F)(F)F)c2)=NO1, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(C)c(O)c(C(C)(C)C)c1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: CCc1ccc2[nH]c3c(c2c1)CCNC3c1cc(C)c(O)c(O)c1, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(C)c(OC(=O)c2ccccc2N)c(C)c1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: CCOC(=O)[C@H](CCSC)NC1=C(C)C(=O)C(O)=C([C@H](C)CCC=C(C)C)C1=O, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc2c(c(O)c1O)[C@@H](C)CC[C@@H]2C(C)C, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NCCS)O2, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C=O)cc1OCC(=O)NCCNC(=O)CCCC[C@@H]1CCSS1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CS)NC(=O)/C=C/c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: C=C(C)[C@@H]1CC[C@@](C)(C(=O)OC)[C@H](C(=C)CO)C1, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: CC(C)=CC(O)C/C(C)=C/CC/C(C)=C/C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(O)c1C, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CS)NC(=O)/C=C/c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: C/C(=C/C(=O)C/C(C)=C/CC/C(C)=C/C(O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CO, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: C/C(=C/C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CC/C=C(\C)Cc1cc(C)co1, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1nc(C)c(C)nc1C, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(O)c1C, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(O)c2oc(=O)c(C(=O)NCCn3ccc(=O)c(O)c3C)cc2c1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: CC(=O)NCCc1cn(C2=C(C)C(=O)C(O)=C([C@H](C)CCC=C(C)C)C2=O)c2ccccc12, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: CCCCNCc1c(O)c(CC=C(C)C)c(O)c2c(=O)c3c(CC=C(C)C)c(OC)c(O)cc3oc12, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1nc(C)c(C)nc1C, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: CCCNC(C)c1ccc([C@]2(C)CCC[C@@H](C)C2(C)C)cc1O, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(C)c(OC(=O)c2cccc(O)c2)c(C)c1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NCCNC(=O)/C=C/c1ccc(O)c(O)c1)O2, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NCC1CC(C)(C)N([O])C1(C)C)O2, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: C=CC(C)(C)c1[nH]c2c(C[C@@H](O)C(C)(C)Cl)cccc2c1/C=C1\NC(=O)[C@H](C)NC1=O, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CS)NC(=O)/C=C/c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(C)c(Oc2cc(C)cc(C)c2C)c(O)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(C)c(O)c(C)c1C, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1ccccc1C(=O)Oc1c(C)cc(C)c(C)c1O, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CS)NC(=O)/C=C/c1cc(C)c(O)c(C)c1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(O)c1C, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: C/C(=C\C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CC/C=C(\C)Cc1cc(C)co1, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: CCCCc1cc(CC)c(OC(C)=O)c(OC(C)=O)c1CCCC, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: C=C(C)[C@@H]1CC[C@@](C)(C(=O)OC)[C@H](C(=C)CO)C1, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: C/C(=C\Cc1cc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc(O)c1O)CCCC(C)(C)O, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: C/C(=C/CC/C(C)=C/CC/C(C)=C\C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CO, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: COC(=O)C1=C(C)NC(=S)NC1c1cc(C)c(O)c(C)c1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: CCOC(=O)C(CS)NC(=O)C1CCCN1C(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1nc(/C=[N+](\[O-])C(C)(C)C)c(C)nc1/C=[N+](\[O-])C(C)(C)C, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: C/C(=C\Cc1cc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc(O)c1O)CCCC(C)(C)O, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CS)NC(=O)Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: CC[C@H](C)[C@H](NC(=O)/C=C/c1ccc(O)c(O)c1)C(=O)N[C@@H](CC(C)C)C(=O)OC, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(C)c(C(=O)O)c(O)c1OC(C)C, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: C/C(=C\Cc1cc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc(O)c1O)CCCC(C)(C)O, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(C)c(O)c(C(C)C)c1C, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: COc1cc(CCc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: C/C(=C\CCC1(C)CCc2cc(O)cc(C)c2O1)CCC/C=C(\C)C(=O)O, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: COC(=O)[C@H](Cc1ccc(O)c(O)c1)NC(=O)/C=C/c1cc(C)c(O)c(OC)c1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: C/C(=C/C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CC/C=C(\C)Cc1cc(C)co1, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CS)NC(=O)/C=C/c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(O)c1C, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1nc(C)c(C)nc1C, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: CCC[C@H](O)C[C@@H]1Cc2cc(OC)c(OC)c(O)c2C(=O)O1, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CS)NC(=O)/C=C/c1cc(C)c(O)c(C)c1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CSCc1ccccc1)NC(=O)/C(=C/c1cc(C)c(O)c(C(C)=O)c1)OC(C)=O, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: CCOC(=O)[C@@H]1CC(=O)c2sccc2[C@H]1c1cc(C)cc(OC)c1, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: COc1cc([C@H](OC)[C@H](COC(=O)c2ccc(O)cc2)Oc2c(OC)cc([C@@H]3CC(=O)c4c(O)cc(O)cc4O3)cc2OC)ccc1O, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: CC(=O)/C=C/c1cc(O)c2oc(-c3ccc(O)c(O)c3)cc2c1, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: C/C=C(/C)C(=O)OCc1c(C(C)=O)c(O)c(OC)c2c1[C@@H](C)CC=C2, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: C=CC(C)(C)c1c(O)c(CC=C(C)C)c2oc3cc(O)c(O)cc3c(=O)c2c1O, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: CCOC(=O)C(CS)NC(=O)C1CCCN1C(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc([C@H]2C[C@H]3CC[C@@H]2C3)n(O)c(=O)c1, logP: 2.0, SAScore: 4.0, MolWeight: N/A
