SMILES	 logP	 SAScore
 COc1ccc(C2CC(=NOC(=O)c3ccccc3OC(C)=O)CC(c3ccc(OC)cc3)N2C)cc1	6	3
 COC(NC(=O)c1ccc(C)cc1Cl)C(Cl)(Cl)Cl	4	3
 O=C(/C=C/c1ccc(O)c2c1[C@@H](C(=O)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O)[C@H](c1ccc(O)c(O)c1)O2)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O	6	4
 CC(C)(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1	6	2
 CCOc1cc(C2C3=C(CCCC3=O)Nc3n[nH]c(C)c32)ccc1O	2	3
 C#CC1(O)CCC2C3CCc4cc(OC)ccc4C3CCC21C	4	4
 COc1cc(NC(C)CCCNC(=O)NNC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)c2ncccc2c1	6	3
 COC(=O)[C@H](N)Cc1cn(C2=C(C)C(=O)C(O)=C([C@H](C)CCC=C(C)C)C2=O)c2ccccc12	4	4
 O=[N+]([O-])c1cccc(CN2CCC(Cc3ccccc3)CC2)c1	4	2
 CCCCOC(=O)COc1cc(Cl)c(OCC)c(OCC)c1	4	2
 CC(C)(c1ccc(O)cc1)c1ccc(Oc2cccc3ccc(O)cc23)cc1	6	2
 COc1cc2c(cc1O)CCC(C)(CCNC(=O)/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C)O2	6	4
 CCCCC(NP1(=S)Oc2ccccc2CN1c1ccc(N2Cc3ccccc3OP2(=S)NC(CCC)C(=O)OC)cc1)C(=O)OC	6	4
 S=C(Nc1cccc(Cl)c1)Nc1cc(Cl)c(Cl)cc1Cl	6	2
 Cc1ccc(-c2cc(N3CCC4(CC3)OCCO4)c3n[nH]nc3c2)cc1	4	3
 COc1cc([C@H]2Oc3c(OC)cc(/C=C/COC(=O)c4ccc(O)cc4)cc3[C@@H]2COC(=O)c2ccc(O)cc2)cc(OC)c1O	6	4
 FC(F)(F)c1cccc(NCCc2ccccc2)n1	4	2
 COc1ccccc1S(=O)(=O)/C=C/c1ccccc1Cl	4	2
 COc1cc(/C=C/C(=O)C2=C(/C=C/c3ccc(O)c(OC)c3)NC(=O)NC2c2ccccc2Cl)ccc1O	6	3
 CN1CCOC(O)(c2ccc(-c3ccc(Br)cc3)cc2)C1	2	3
 Cc1ccc(C)c(Nc2cc(-c3ccc(F)cc3)nc3ccccc23)c1	6	2
 Cc1ccc(C2C(C#N)=C(N)N3C(=O)CSC3=C2C#N)cc1	2	3
 COc1ccc(C2=NN(c3nc(-c4ccc([N+](=O)[O-])cc4)cs3)C(c3ccc(SC)cc3)C2)cc1	6	3
 CC(C)=CCc1c(O)cc2oc3c(O)c(O)ccc3c(=O)c2c1O	4	3
 CCn1c(-c2ccc(N)cc2)nc2ncccc21	2	2
 C=C(Cl)CSC(=O)N(CCC)CCC	4	3
 CC(C)[C@@H]1CC[C@@H](C)C[C@@]12N(C)C(=O)[C@@H]1[C@H]3C(=O)N(c4ccc5ccccc5c4)C(=O)[C@H]3ON12	4	4
 CC(=O)c1c(C)nc(SCC(=O)Nc2ccc(OCc3ccccc3)cc2)n1-c1ccccc1	6	2
 COc1ccc(Cl)cc1NC(=O)c1cc(-c2cccnc2)nc2c(Cl)cccc12	6	2
 CC12CC3CC(C)(C1)CC(C(=O)NCc1cccc([N+](=O)[O-])c1)(C3)C2	4	4
 CCC(C)C(NC(=O)C(=Cc1ccc(OC)cc1)NC(=O)c1nnn(-c2cccc(Cl)c2)c1C)C(=O)O	4	3
 CCOC(=O)C1=C(C)N(NC(=O)OC(C)(C)C)C23c4cc5c(cc4CCN2Cc2c(ccc(OC)c2OC)C13)OCO5	4	4
 CCC(COC(C)=O)C(CC)OC(C)=O	2	3
 CN(C(=O)c1ccc(Cl)c(S(=O)(=O)N2CCCCC2)c1)C1CCCCC1	4	2
 COc1cc(/C=C/C(=O)N2CCCCC2=O)cc(OC)c1OC	2	2
 O=C1Oc2cc(O)cc(/C=C/c3ccc(O)cc3)c2[C@]12c1c(O)cc(O)cc1O[C@@H]2c1ccc(O)cc1	6	4
 COc1ccc(C2C(c3ccccc3)=NN(c3ccccc3)C2C#N)cc1	4	3
 Cc1ccc(-c2csc(N/N=C/c3ccc(Cl)cc3Cl)n2)cc1	6	2
 CC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2	4	4
 Cc1[nH]n(C2=NCCS2)c(=O)c1N=Nc1ccc(Br)cc1	4	3
 O=C(O)c1c(Cl)c(Cl)c(Cl)c2c1C(=O)N(C(Cc1ccccc1)C(=O)O)C2=O	2	3
 Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)[C@H]2c1c(O)cc2c(c1O)C[C@@H](O)[C@@H](c1ccc(O)c(O)c1)O2	2	4
 COc1ccc(C2Nc3cc(F)c(S(=O)(=O)N4CCN(c5ccc(F)cc5)CC4)cc3C(=O)O2)c(C)c1	4	3
 COc1ccc(-c2c(C)c3ccccc3o/c2=N/Nc2ccccc2)cc1	6	2
 COc1ccc(C2C(C#N)=C(N)OC(c3c[nH]c4ccccc34)=C2C#N)cc1	4	3
 Cc1cc(C(=O)Nc2ccccc2C)c(-c2ccccc2OCc2ccccc2)o1	6	2
 C/C(=C\C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CCCC(C)C(=O)/C=C/C(C)(C)O	6	4
 CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C	4	4
 COC(=O)c1c(Nc2ccc(C)cc2)sc(C(=O)c2ccc(OC)cc2)c1C	6	2
 CC(=O)c1ccc(C(=O)Nc2ccc(C(=O)N(c3ccccc3)c3cc(C)ccc3C)cc2)cc1	6	2
 COc1cc([C@H]2c3cc(O)c(OC)cc3C[C@@](O)(CO)[C@@H]2CO)ccc1O	2	4
 COc1cc(/C=C/C(=O)C2=C(/C=C/c3ccc(O)c(OC)c3)NC(=O)NC2c2c(Cl)cccc2Cl)ccc1O	6	3
 O=C(NN=Cc1ccc(NC(=O)c2ccccc2)cc1Br)c1ccc(Br)cc1	6	2
 COc1cc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3)CC2)ccc1O	4	2
 CC(C)=CCC/C(C)=C/CC1(C)CCc2c(cc(C)c(O)c2C)O1	6	4
 COC(=O)[C@]12Cc3c([nH]c4ccccc34)[C@@H](c3cccc([N+](=O)[O-])c3)N1[C@@H]1c3c(ccc4ccccc34)OC[C@@H]1C2	6	4
 COc1ccc(C2C(C#N)=C(N)OC(c3c[nH]c4ccccc34)=C2C#N)cc1	4	3
 CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccc(OC)c1)CCCC3	4	4
 COc1ccccc1-c1nc(C2CC(c3ccc(Cl)cc3)=NN2c2ccccc2)no1	6	3
 CCC(C)C(=O)c1c(O)cc(O)c2c1OC(C)(CCC=C(C)C)CC2	6	4
 COc1cc(OC)c(OC)cc1/C=C/C(=O)c1ccc(-c2ccc(Cl)cc2)cc1	6	2
 COc1cc2c(cc1OC)-c1c(OC)c(OC)c(CN)c3c1C(C2)N(C)CC3	4	4
 CCC(CO)N1CCN(C(=O)N2CC3CC4CC(C3)CC2C4)CC1	2	4
 O=C(CCCCC1CCSS1)OC1CCN(Cc2ccc(F)cc2)CC1	6	3
 COc1ccc(S(=O)(=O)N2CC3CC(C2)c2cccc(=O)n2C3)cc1C	2	4
 O=C1CC(=O)N(c2ccc(F)cc2)C(=S)N1C(=O)c1ccccc1	2	2
 Cc1ccc(-c2c[nH]nc2S(=O)(=O)CC2=NCCS2)cc1	2	3
 COc1cc(OC)c(C(=O)NCCN2CCOCC2)cc1Br	2	2
 Cc1ccc(/N=C/c2ccccc2C(=O)O)cc1	4	2
 Cc1cc(F)ccc1S(=O)(=O)N(C)CC1OCc2cnnn2CCCC(=O)N(C(C)CO)CC1C	2	4
 ClCC(Cl)CCl	2	4
 CC(C)=CCCC1(C)C=Cc2c(O)c(C(=O)/C=C/c3c(O)cccc3O)cc(O)c2O1	6	4
 CCOC(=O)C1=C(N)Oc2c(c(C)nn2C(=O)c2ccncc2)C1c1c(-c2ccc(C)cc2)[nH]c2ccc(Cl)cc12	6	3
 O=C(c1ccccc1)N1CCc2ccccc2CN2C(=O)C3(OCC1CO3)C21CCCC1	2	4
 OCc1c(OC[C@@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)ccc(Cl)c1O	2	3
 COc1cc(C2Oc3cc(-c4oc5cc(OCC=C(C)C)cc(O)c5c(=O)c4O)ccc3OC2CO)ccc1OCC=C(C)C	6	4
 CCCCCCCCCCCCOC(=O)/C=C/c1ccc(O)c(OC)c1	6	2
 Cc1ccc(S(=O)(=O)N2CCCC2CNC(=O)C(=O)NCc2cc(Cl)ccc2F)cc1	2	3
 CCc1cc2c(SCC(=O)c3ccc(C)cc3)ncnc2s1	4	3
 COc1ccccc1NC(=O)COc1cccc2c1CCN(Cc1ccccc1C)C2=O	4	2
 CC(C(=O)N1CCCCC1)c1cccc(C(OC(=O)N2CCCCC2)c2ccccc2)c1	6	3
 CCOC(=O)Cc1csc(NC(=O)c2ccco2)n1	2	2
 CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1	4	3
 CC(=O)N1N=C(c2ccc(C)nc2)OC1c1ccc(Br)s1	4	3
 CC1C2=CC(=O)CCC1C1C(=O)CC3(C)C(CCC3(O)C(=O)CO)C1CC2	2	4
 CCCC1NC(=S)N(c2ccc(Oc3ccccc3)cc2)C1=O	4	3
 CC1CN(C(=O)CS(=O)(=O)c2cn(CC(=O)N3CCCCCC3)c3ccccc23)CC(C)O1	2	3
 CC(C(=O)NCCc1ccccc1)c1cccc(C(OC(=O)NCCc2ccccc2)c2ccccc2)c1	6	3
 COc1ccc(CCNC(=O)CSc2ccc(-c3ccccc3OC)nn2)cc1OC	4	2
 COc1cc(/C=C/C(=O)c2cccc(Cl)c2)cc(OC)c1OC	4	2
 COc1ccc(-c2c(C)c3cc(Cl)ccc3oc2=S)cc1OC	6	2
 CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO	2	4
 COc1ccc(-c2nc3ccccc3c(=O)n2C(=O)CCC(N)C(=O)O)cc1	2	3
 COc1ccc(C2CC(c3cccs3)=NN2C(=O)CSc2nc3ccccc3s2)cc1OC	6	3
 O=C1C2C3C=CC(C3)C2C(=O)N1c1ccc(F)cc1	2	4
 CC1(C)N([O])C(c2ccc([N+](=O)[O-])cc2)=[N+]([O-])C1(C)C	2	3
 COc1cc(C2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3OC2COC(=O)c2cccc(Cl)c2)ccc1O	4	4
 Cc1cc(O)c(C(C)(C)C)cc1/N=C/c1cc(Br)cc(Br)c1O	6	3
 COC(=O)[C@]12Cc3c([nH]c4ccccc34)[C@@H](c3ccccc3)N1[C@@H]1c3ccccc3OC[C@@H]1C2	4	4
 COc1cc(C2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3OC2CO)ccc1O	2	4
 CCCCCCC(=O)Nc1ccc(NC(=O)c2cc3cc(C(=O)CC)ccc3o2)cc1	6	2
 COc1cc([C@H]2OC[C@H]3[C@@H]2CO[C@@H]3c2cc(OC)c(OC)c(OC)c2)cc(OC)c1O	4	4
 COC(=O)C1=C(C)N(NC(=O)Nc2ccccc2)C23c4cc5c(cc4CCN2Cc2c(ccc(OC)c2OC)C13)OCO5	4	4
 COC(=O)c1cc(Cl)ccc1OCc1ccc(C(=O)Nc2c(C)cccc2C)cc1	6	2
 CC1(C)C2=C(C=CN1C(=O)CCc1ccccc1)N(c1ccccc1)S2(=O)=O	4	3
 COc1ccc(-c2cc3cc(Br)ccc3o2)cc1OC	6	2
 COc1cc(/C=C/C(=O)O[C@H]2CC[C@@]3(C)[C@@H](CC[C@@H]4[C@@H]3CC[C@]3(C)[C@@H]([C@H](C)CC[C@@H](C)C(C)C)CC[C@@H]43)C2)ccc1O	4	4
 Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2	2	3
 COc1ccccc1-n1c(S)nnc1CSCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1	6	3
 CCc1c(O)ncc2occ(-c3c(C(=O)OC)oc4cc(O)ccc34)c(=O)c12	2	3
 CCCCN(CCCC)CCCCCN(CCCC)CCCCN(CC)CC	6	2
 O=C1C2C3CCC(O3)C2C(=O)N1c1ccc(Br)cc1	2	4
 COC(=O)CCCc1c(C)c2ccc(OCc3ccc4c(c3)OCO4)c(C)c2oc1=O	4	3
 COc1cc(C2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3OC2CO)ccc1O	2	4
 CC12CCC(=NOCC(=O)NC(CCC(=O)O)C(=O)O)C=C1CCC1C2CCC2(C)C(O)CCC12	6	4
 Fc1ccccc1OCCOCCOc1cccc2[nH]ccc12	4	2
 COc1cc(C2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3OC2COC(=O)/C=C/c2ccc(Br)cc2)ccc1O	6	4
 Cc1oc2ccc(S(=O)(=O)N3CCC(C(=O)O)CC3)cc2c1C	2	2
 COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21	2	4
 COc1cc(CC[C@@H](O)C[C@@H](O)CCc2ccc(O)c(OC)c2)ccc1O	4	3
 O=C(NN=CC(Br)=Cc1ccccc1)c1ccc(F)cc1	4	2
 Cc1cc(C)n(S(=O)(=O)c2ccc(Br)cc2)n1	2	2
 O=C(NCc1ccccc1)Nc1ccc2cncnc2c1	2	2
 CC1(C)C=CC(=O)c2c(O)c3c(c(O)c21)CC=CC3	2	4
 O=S(=O)(CC1=NCCS1)C1=NNCC1c1ccc(Cl)cc1	2	4
 C=CC(C)(C)c1[nH]c2ccc(CC=C(C)C)cc2c1C[C@@H]1NC(=O)[C@H](C)NC1=O	4	4
 COc1cc(C2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3OC2CN=[N+]=[N-])ccc1O	4	4
 CCOC(=O)C1=C(N)Oc2cc(O)ccc2C1c1ccc(Br)cc1	4	3
 O=C(NCc1ccccc1)c1ccccc1NS(=O)(=O)c1cc([N+](=O)[O-])ccc1Cl	4	2
 COc1cc(/C=C/C(=O)C(=Cc2ccc(N(C)C)cc2)C(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O	6	3
 CCOP(=S)(OCC)SCCS(=O)(=O)c1ccccc1	4	3
 CCOC(=O)c1cnc(-c2ccccc2)nc1-c1ccccc1	4	2
 COc1cc(NC(C)CCCNC(=O)NC(c2ccccc2)c2ccc(Cl)cc2)c2ncccc2c1	6	3
 COc1cc(/C=C2\CC/C(=C\c3cc(CN(C)C)c(O)c(OC)c3)C2=O)cc(CN(C)C)c1O	4	3
 COc1ccc(-c2noc(-c3ccc(C)cc3)c2S(=O)(=O)CC2=NCCO2)cc1	2	3
 CCC(=O)n1nc(N)nc1-c1csc(-n2nc(C)cc2C(F)(F)F)n1	2	3
 COc1ccc(OC)c(/C=C/C(=O)c2cc(F)c(F)c(F)c2)c1	4	2
 CC(C(=O)NC1CCCCC1)c1cccc(C(OC(=O)NC2CCCCC2)c2ccccc2)c1	6	3
 Oc1ccc(-c2cc3cccc(Br)c3o2)cc1O	4	2
 COc1ccc(N2CCN(S(=O)(=O)CC34CCC(CC3=O)C4(C)C)CC2)cc1	2	4
 CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1	4	3
 COc1cccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)c1	6	2
 CC(=O)[C@H]1[C@H](c2cc(F)ccc2N)C[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	6	4
 COc1cc(C2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3OC2COC(=O)c2ccc3c(c2)OCO3)ccc1O	4	4
 CCOC(=O)C(CS)NC(=O)C1CCC(O)N1C(=O)C(C)c1ccc2cc(OC)ccc2c1	2	4
 COC(=O)C(Cc1c[nH]c2ccccc12)NP1(=S)Oc2ccccc2CN1c1ccc(N2Cc3ccccc3OP2(=S)NC(Cc2c[nH]c3ccccc23)C(=O)OC)cc1	6	4
 COc1cc(C2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3OC2COC(=O)c2ccc3c(c2)OCO3)ccc1O	4	4
 Cc1ccc(C2CC(c3cccs3)=NN2C(=O)CSC2=NN3CCCC(=O)N=C3S2)cc1	6	4
 CCN(CC)CCOC(=O)c1ccc(NC(C)=O)c(OC)c1	2	2
 COc1cc([C@H]2Oc3c(OC)cc4ccc(=O)oc4c3O[C@@H]2COC(=O)/C=C/c2ccc(O)cc2)ccc1O	6	4
 CC(=O)OC[C@H]1O[C@@H](NC(=S)N/N=C/c2ccc(C(C)C)cc2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O	2	4
 Cc1ccc(S(=O)(=O)NNc2nc(C(C(=O)OC(C)C)C(=O)C(F)(F)F)nc3ccccc23)cc1	2	4
 CC1=C2C(=O)Nc3c(Cl)cccc3C2NC(=O)N1C	4	4
 Cc1ccc2c(c1N)C(=O)c1ccccc1C2=O	2	2
 CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12	4	4
 O=C(N/N=C/c1ccc(O)c(O)c1)c1cc2ccccc2o1	2	2
 CC(C(=O)NCCc1ccccc1)c1cccc(C(OC(=O)NCCc2ccccc2)c2ccccc2)c1	6	3
 CC(C)(C)C(O)C(Oc1ccc(-c2ccccc2)cc1)n1cncn1	4	3
 CC(=O)[C@H]1[C@H](Nc2ccc(Cl)cc2)C[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	6	4
 CC(C)=CC[C@H]1C[C@]2(CC=C(C)C)C(=O)[C@@](CC=C(C)C)(C(=O)C(C(=O)c3ccccc3)=C2O)C1(C)C	6	4
 CCCN1CCc2cc3sc(=O)n(C)c3cc2C1c1cccc(OC)c1	4	3
 CC(C)(C)c1ccc(-c2noc(-c3ccc(F)c(F)c3)n2)cc1	6	2
 CCCCC/C=C\CCCCCCCC(=O)OC[C@H]1O[C@@H](Oc2cc(O)cc(O)c2C(=O)CCc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O	4	4
 CCCN1CCc2c([nH]c3ccc(CC)cc23)C1c1cccc(OCc2ccccc2)c1	6	3
 CC(C)N/C=C1/C=C(C=O)c2cccnc2C1=O	2	3
 O=S(=O)(CC1=NCCO1)C1C(c2ccc(Cl)cc2)=NOC1c1ccc(Cl)cc1	4	4
 CC(OC(=O)c1cc(Br)ccc1Cl)C(=O)NC1CCCCC1C	4	3
 FC(F)(F)c1cccc(Nc2ccnc(-c3ccncc3)n2)c1	4	2
 COc1cc2c(cc1O)CCC(C)(CC(N)C(=O)O)O2	2	4
 O=C(c1ccc2ccccc2c1O)C(c1ccccc1)c1ccccc1	6	2
 COc1cccc(CN2CC=C(c3ccc(F)cc3)CC2)c1	4	2
 CC(=O)N1c2ccccc2Sc2ccc(C3(O)CN4CCCCC4CO3)cc21	4	4
 CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O	4	4
 CC(=O)COC(=O)C1CCN(S(=O)(=O)c2cc(Cl)ccc2Cl)CC1	2	2
 Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2	6	4
 O=C(Nc1ccc(NC(=O)C2CC2)nc1)c1ccncc1	2	2
 O=C(/C=C/c1ccc(O)c(O)c1)OCCc1ccc(Cl)cc1	4	2
 COc1cccc(N2CCN(C(=S)NCc3ccc4c(c3)OCO4)CC2)c1	2	2
 Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NC1CC(C)(C)N([O])C1(C)C)O2	4	4
 COC(=O)c1ccc(C(=O)Nc2ccc(C(C)=Cc3ccccc3)cc2)cc1	6	2
 O=[N+]([O-])c1ccc(/C=N/c2ccc(Nc3nc(N4CCOCC4)nc(N4CCOCC4)n3)cc2)cc1	4	3
 C=C(C)[C@H]1C[C@H](c2c(O)cc3oc4c(O)c(O)ccc4c(=O)c3c2O)C(C)(C)C1	6	4
 O=C(O)[C@H](Cc1c[nH]c2ccccc12)NCCC(=O)N1c2ccccc2C=Cc2ccccc21	4	3
 C/C(=N\Nc1cccc(C)c1)c1cc2c(C)cc(=O)oc2c(/C(C)=N/Nc2cccc(C)c2)c1O	6	3
 COc1cc(C2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3OC2COC(=O)c2ccc(N)cc2)ccc1O	4	4
 CCN(Cc1ccccc1)Cc1ccc(/C=C/C(=O)c2ccc(OC)cc2O)cc1	6	2
 CCCCCC(=O)OCC1Oc2ccc([C@H]3Oc4cc(O)cc(O)c4C(=O)[C@@H]3O)cc2OC1c1ccc(O)c(OC)c1	4	4
 COc1ccccc1C(=O)/C=C/c1ccccc1C(F)(F)F	4	2
 COC(=O)C(C)c1ccc(-c2ccc(O)c(C(=O)/C=C/c3ccccc3N(C)C)c2)c(F)c1	6	3
 O=c1c2ccccc2oc2cc(-c3ccccc3)c(-c3ccc(O)cc3)cc12	6	2
 COc1cc(N)c(Cl)cc1C(=O)CCC1CCN(CCNC(=O)CCCC[C@@H]2CCSS2)CC1	2	4
 O=S(=O)(CC1=NCCS1)C1C(c2ccccc2)=NOC1c1ccccc1	4	4
 CC(C)(C)/[N+]([O-])=C/c1cccnc1Cl	2	3
 COc1ccc(C2(c3ccccc3)CC(=O)N(N3C(=O)C4C(C3=O)N4C(C)=O)C(Cc3ccccc3)C2)cc1	2	4
 S=c1[nH]nc(COc2ccccc2Cl)n1Cc1ccccc1	4	2
 COc1ccc(C(Oc2ccc(N(CC(=O)O)S(=O)(=O)c3c(C)cc(C)cc3C)c3ccccc23)C(=O)O)cc1	6	3
 CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5C(O)CC43C)C2C1	6	4
 O=C(NC1CN2CCC1CC2)c1cccc2ncc3cc(O)cc(O)c3c12	2	4
 COc1cc(C2CC(c3cc4ccccc4o3)=NN2C(=O)Nc2cccc(Cl)c2)ccc1O	6	3
 CC(=O)C1(O)CCC2C3CC=C4CC(O)CCC4(C)C3CCC21C	4	4
 CCOc1ccc(C=C(C(=O)/C=C/c2ccc(O)c(OC)c2)C(=O)/C=C/c2ccc(O)c(OC)c2)cc1OCC	6	3
 COc1c(O)cc2c(c1O)[C@@H]1O[C@H](COC(=O)c3ccc([N+](=O)[O-])cc3)[C@@H](O)[C@H](O)[C@H]1OC2=O	2	4
 CC1(C(=O)O)CCCC2(C)C1CCC1(C)C2CCC2=CC(=O)CCC21C	6	4
 COc1cc(/C=C/C(=O)c2ccc(C)cc2)cc(OC)c1OC	4	2
 CCCCCCNC(=O)C1(CC(C)(C)C)CCN(C(=O)c2cc(C)n(C(C)(C)C)n2)CC1	4	3
 COc1c(C)cc(O)cc1C/C=C(\C)CC(=O)/C=C(\C)CCC[C@@]1(C)O[C@@H](C(C)(C)O)CC1=O	4	4
 O=C(C=Cc1ccccc1Br)c1ccco1	4	2
 C=CC(C)(C)c1[nH]c2c(CC=C(C)C)cccc2c1/C=c1\[nH]c(=O)c(=C)[nH]c1=O	4	4
 COc1cc2c(cc1OC)-c1c(OC)c(OC)c(CNC(=O)/C=C/c3ccc(O)cc3)c3c1C(C2)N(C)CC3	4	4
 CCOC(=O)C1=C(C)NC(=O)NC1c1ccc(O)c(OC)c1	2	3
 CC=C1CCC2(C)CC(=O)NC(=O)C2C1	2	4
 C=CC(C)(CC/C=C(\C)CCCC(C)C(O)/C=C/C(=C)C)Oc1ccc(O)cc1CC(=O)OC	6	4
 COc1ccc(CC(=O)Nc2ccc(CN(C)Cc3ccccc3)cc2)cc1OC	6	2
 CCCCCCCCCCC=CCC1CC(=O)OC1=O	4	4
 CC(C)c1ccc(/C=N/c2ccc(-c3nc4ccccc4o3)cc2)cc1	6	2
 O=C1C[C@@H](c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21	2	3
 Cc1ccc(C(=O)C=CNC(=O)Cc2ccccc2)cc1	2	2
 Cc1c(Cl)cccc1NC(=O)C1CC2CCC1C2	4	3
 COc1cc2c(cc1OC)-c1c(OC)c(OC)c(CNC(=O)/C=C/c3cc(OC)c(O)c(OC)c3)c3c1C(C2)N(C)CC3	6	4
 COc1cc([C@H]2Oc3c(OC)cc4ccc(=O)oc4c3O[C@@H]2COC(=O)/C=C/c2ccc(O)cc2)ccc1O	4	4
 CC1=C2C(=O)Nc3cccc(Cl)c3C2NC(=S)N1C	2	4
 C[C@H](c1cc2ccccc2s1)N(O)C(N)=O	2	4
 COc1cc(NC(C)CCCNC(=O)NNC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)c2ncccc2c1	6	3
 CC(C)c1ccc(NC(=O)N(c2ccccc2)c2ccc(C(=O)O)cc2C(=O)O)cc1	6	2
 COc1ccc(OC)c(C(=O)NCC(C)(C)CNC(=O)c2ccc(Cl)cc2)c1	4	2
 O=C(O)CCCC[C@@H]1CCSS1	2	3
 CC(C)=CC(O)C/C(C)=C/CC/C(C)=C/C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O	6	4
 COc1cc(C2Oc3cc(-c4oc5cc(OCC=C(C)C)cc(O)c5c(=O)c4O)ccc3OC2CO)ccc1OCC=C(C)C	6	4
 CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1	4	3
 CC1(C)CCC[C@]2(C)[C@@H]1C[C@H](O)[C@@]13C=C[C@@](CO)(C1)[C@H](O)C[C@@H]23	2	4
 CCCC/C(=C\c1ccc(O)c(O)c1)C(=O)N[C@@H](Cc1ccccc1)C(=O)C(=O)NCCc1ccc(OC)cc1	4	3
 Cc1ccc2c(c1)C(=O)c1cc(S(N)(=O)=O)ccc1C2=O	2	2
 Fc1ccc(C2=CC(c3ccco3)n3nnnc3N2)cc1	2	3
 O=C1C[C@H](c2ccc(O)cc2)Oc2cc(Oc3c(O)cc4c(c3O)C(=O)C[C@H](c3ccc(O)cc3)O4)cc(O)c21	4	4
 CCCCCCCCCCCCOc1cc(OC)ccc1C(C)=O	6	2
 CC(C)(C)c1cc(/C=[N+](\[O-])Cc2ccc(Br)cc2)cc(C(C)(C)C)c1O	6	3
 Cc1cccc(C)c1NC(=O)CN(C(=O)c1cccc(Br)c1)C1CCCCC1	6	2
 O=C(Cc1ccc(O)cc1)c1ccc(O)c(O)c1O	2	2
 CCc1ccc(-c2nnc(-c3ccccc3N)o2)cc1	4	2
 CCOC(=O)C1=NNc2cc(C)nn2C1(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	2	4
 Cc1ccc(C(=O)N2CCN(c3ncc(C(C)C)cc3S(=O)(=O)N3CCOCC3)CC2)cc1	2	3
 CCOC(=O)c1nc(NC(=O)c2cccc(Br)c2)sc1C	4	2
 CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)Nc1ccc(O)cc1	6	3
 COc1cc(C2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3OC2CO)ccc1O	2	4
 O=C(NN=Cc1c[nH]c2ccccc12)c1cccnc1	2	2
 COc1ccc2c(c1)c1c(c3nc4ccccc4c(=O)n32)Sc2cccc(OC)c2N1	6	4
